A009450,경동나비엔,KOSPI,1,"전기,전자"
A009460,한창제지,KOSPI,1,"종이,목재"
A009470,삼화전기,KOSPI,1,"전기,전자"
A009540,한국조선해양,KOSPI,1,운송장비
A009580,무림P&P,KOSPI,1,"종이,목재"
A009680,모토닉,KOSPI,1,운송장비
A009770,삼정펄프,KOSPI,1,"종이,목재"
A009810,엔케이물산,KOSPI,1,유통업
A009830,한화솔루션,KOSPI,1,화학
A009835,한화솔루션우,KOSPI,1,화학
A009900,명신산업,KOSPI,1,운송장비
A009970,영원무역홀딩스,KOSPI,1,금융업
A010040,한국내화,KOSPI,1,비금속광물
A010050,우리종금,KOSPI,1,금융업
A010060,OCI,KOSPI,1,화학
A010100,한국프랜지,KOSPI,1,운송장비
A010120,LS ELECTRIC,KOSPI,1,"전기,전자"
A010130,고려아연,KOSPI,1,"철강,금속"
A010140,삼성중공업,KOSPI,1,운송장비
A010145,삼성중공우,KOSPI,1,운송장비
A010400,우진아이엔에스,KOSPI,1,건설업
A010420,한솔PNS,KOSPI,1,유통업
A010580,지코,KOSPI,1,운송장비
A010600,웰바이오텍,KOSPI,1,유통업
A010620,현대미포조선,KOSPI,1,운송장비
A010640,진양폴리,KOSPI,1,화학
A010660,화천기계,KOSPI,1,기계
A010690,화신,KOSPI,1,운송장비
A010770,평화홀딩스,KOSPI,1,운송장비
A010780,아이에스동서,KOSPI,1,비금속광물
A010820,퍼스텍,KOSPI,1,기계
A010950,S-Oil,KOSPI,1,화학
A010955,S-Oil우,KOSPI,1,화학
A010960,삼호개발,KOSPI,1,건설업
A011000,진원생명과학,KOSPI,1,의약품
A011070,LG이노텍,KOSPI,1,"전기,전자"
A011090,에넥스,KOSPI,1,소형(시가총액)
A011150,CJ씨푸드,KOSPI,1,음식료품
A011155,CJ씨푸드1우,KOSPI,1,음식료품
A011170,롯데케미칼,KOSPI,1,화학
A011200,HMM,KOSPI,1,운수창고
A011210,현대위아,KOSPI,1,운송장비
A011230,삼화전자,KOSPI,1,"전기,전자"
A011280,태림포장,KOSPI,1,"종이,목재"
A011300,성안,KOSPI,1,"섬유,의복"
A011330,유니켐,KOSPI,1,소형(시가총액)
A011390,부산산업,KOSPI,1,비금속광물
A011420,갤럭시아에스엠,KOSPI,1,서비스업
A011500,한농화성,KOSPI,1,화학
A011690,유양디앤유,KOSPI,1,"전기,전자"
A011700,한신기계,KOSPI,1,기계
A011760,현대코퍼레이션,KOSPI,1,유통업
A011780,금호석유,KOSPI,1,화학
A011785,금호석유우,KOSPI,1,화학
A011790,SKC,KOSPI,1,화학
A011810,STX,KOSPI,1,유통업
A011930,신성이엔지,KOSPI,1,"전기,전자"
A012030,DB,KOSPI,1,서비스업
A012160,영흥,KOSPI,1,"철강,금속"
A012170,아센디오,KOSPI,1,서비스업
A012200,계양전기,KOSPI,1,기계
A012205,계양전기우,KOSPI,1,기계
A012280,영화금속,KOSPI,1,운송장비
A012320,경동인베스트,KOSPI,1,금융업
A012330,현대모비스,KOSPI,1,운송장비
A012450,한화에어로스페이스,KOSPI,1,운송장비
A012510,더존비즈온,KOSPI,1,서비스업
A012600,센트럴인사이트,KOSPI,1,기계
A012610,경인양행,KOSPI,1,화학
A012630,HDC,KOSPI,1,금융업
A012690,모나리자,KOSPI,1,"종이,목재"
A012750,에스원,KOSPI,1,서비스업
A012800,대창,KOSPI,1,"철강,금속"
A013000,세우글로벌,KOSPI,1,유통업
A013360,일성건설,KOSPI,1,건설업
A013520,화승코퍼레이션,KOSPI,1,운송장비
A013570,디와이,KOSPI,1,금융업
A013580,계룡건설,KOSPI,1,건설업
A013700,까뮤이앤씨,KOSPI,1,건설업
A013870,지엠비코리아,KOSPI,1,운송장비
A013890,지누스,KOSPI,1,중형(시가총액)
A014130,한익스프레스,KOSPI,1,운수창고
A014160,대영포장,KOSPI,1,"종이,목재"
A014280,금강공업,KOSPI,1,"철강,금속"
A014285,금강공업우,KOSPI,1,"철강,금속"
A014440,영보화학,KOSPI,1,화학
A014530,극동유화,KOSPI,1,화학
A014580,태경비케이,KOSPI,1,비금속광물
A014680,한솔케미칼,KOSPI,1,화학
A014710,사조씨푸드,KOSPI,1,음식료품
A014790,한라,KOSPI,1,건설업
A014820,동원시스템즈,KOSPI,1,화학
A014825,동원시스템즈우,KOSPI,1,화학
A014830,유니드,KOSPI,1,화학
A014910,성문전자,KOSPI,1,"전기,전자"
A014915,성문전자우,KOSPI,1,"전기,전자"
A014990,인디에프,KOSPI,1,"섬유,의복"
A015020,이스타코,KOSPI,1,서비스업
A015230,대창단조,KOSPI,1,운송장비
A015260,에이엔피,KOSPI,1,"전기,전자"
A015350,부산가스,KOSPI,1,전기가스업
A015360,예스코홀딩스,KOSPI,1,금융업
A015540,쎌마테라퓨틱스,KOSPI,1,서비스업
A015590,큐로,KOSPI,1,기계
A015760,한국전력,KOSPI,1,전기가스업
A015860,일진홀딩스,KOSPI,1,금융업
A015890,태경산업,KOSPI,1,화학
A016090,대현,KOSPI,1,"섬유,의복"
A016360,삼성증권,KOSPI,1,증권
A016380,KG동부제철,KOSPI,1,"철강,금속"
A016385,KG동부제철우,KOSPI,1,"철강,금속"
A016450,한세예스24홀딩스,KOSPI,1,"섬유,의복"
A016580,환인제약,KOSPI,1,의약품
A016590,신대양제지,KOSPI,1,"종이,목재"
A016610,DB금융투자,KOSPI,1,증권
A016710,대성홀딩스,KOSPI,1,서비스업
A016740,두올,KOSPI,1,운송장비
A016800,퍼시스,KOSPI,1,소형(시가총액)
A016880,웅진,KOSPI,1,금융업
A017040,광명전기,KOSPI,1,"전기,전자"
A017180,명문제약,KOSPI,1,의약품
A017370,우신시스템,KOSPI,1,기계
A017390,서울가스,KOSPI,1,전기가스업
A017550,수산중공업,KOSPI,1,기계
A017670,SK텔레콤,KOSPI,1,통신업
A017800,현대엘리베이,KOSPI,1,기계
A017810,풀무원,KOSPI,1,음식료품
A017900,광전자,KOSPI,1,"전기,전자"
A017940,E1,KOSPI,1,유통업
A017960,한국카본,KOSPI,1,기계
A018250,애경산업,KOSPI,1,화학
A018260,삼성에스디에스,KOSPI,1,서비스업
A018470,조일알미늄,KOSPI,1,"철강,금속"
A018500,동원금속,KOSPI,1,운송장비
A018670,SK가스,KOSPI,1,유통업
A018880,한온시스템,KOSPI,1,기계
A019170,신풍제약,KOSPI,1,의약품
A019175,신풍제약우,KOSPI,1,의약품
A019180,티에이치엔,KOSPI,1,"전기,전자"
A019440,세아특수강,KOSPI,1,"철강,금속"
A019490,하이트론,KOSPI,1,"전기,전자"
A019680,대교,KOSPI,1,서비스업
A019685,대교우B,KOSPI,1,서비스업
A020000,한섬,KOSPI,1,"섬유,의복"
A020120,키다리스튜디오,KOSPI,1,서비스업
A020150,일진머티리얼즈,KOSPI,1,"전기,전자"
A020560,아시아나항공,KOSPI,1,운수창고
A020760,일진디스플,KOSPI,1,"전기,전자"
A021050,서원,KOSPI,1,"철강,금속"
A021240,코웨이,KOSPI,1,서비스업
A021820,세원정공,KOSPI,1,운송장비
A023000,삼원강재,KOSPI,1,운송장비
A023150,MH에탄올,KOSPI,1,음식료품
A023350,한국종합기술,KOSPI,1,서비스업
A023450,동남합성,KOSPI,1,화학
A023530,롯데쇼핑,KOSPI,1,유통업
A023590,다우기술,KOSPI,1,서비스업
A023800,인지컨트롤스,KOSPI,1,운송장비
A023810,인팩,KOSPI,1,운송장비
A023960,에쓰씨엔지니어링,KOSPI,1,건설업
A024070,WISCOM,KOSPI,1,화학
A024090,디씨엠,KOSPI,1,"철강,금속"
A024110,기업은행,KOSPI,1,은행
A024720,한국콜마홀딩스,KOSPI,1,금융업
A024890,대원화성,KOSPI,1,화학
A024900,덕양산업,KOSPI,1,운송장비
A025000,KPX케미칼,KOSPI,1,화학
A025530,SJM홀딩스,KOSPI,1,유통업
A025540,한국단자,KOSPI,1,"전기,전자"
A025560,미래산업,KOSPI,1,의료정밀
A025620,제이준코스메틱,KOSPI,1,화학
A025750,한솔홈데코,KOSPI,1,"종이,목재"
A025820,이구산업,KOSPI,1,"철강,금속"
A025860,남해화학,KOSPI,1,화학
A025890,한국주강,KOSPI,1,기계
A026890,디피씨,KOSPI,1,"전기,전자"
A026940,부국철강,KOSPI,1,"철강,금속"
A026960,동서,KOSPI,1,유통업
A027410,BGF,KOSPI,1,금융업
A027740,마니커,KOSPI,1,음식료품
A027970,세하,KOSPI,1,"종이,목재"
A028050,삼성엔지니어링,KOSPI,1,서비스업
A028100,동아지질,KOSPI,1,건설업
A028260,삼성물산,KOSPI,1,유통업
A02826K,삼성물산우B,KOSPI,1,유통업
A028670,팬오션,KOSPI,1,운수창고
A029460,케이씨,KOSPI,1,의료정밀
A029530,신도리코,KOSPI,1,"전기,전자"
A029780,삼성카드,KOSPI,1,금융업
A030000,제일기획,KOSPI,1,서비스업
A030200,KT,KOSPI,1,통신업
A030210,KTB투자증권,KOSPI,1,증권
A030610,교보증권,KOSPI,1,증권
A030720,동원수산,KOSPI,1,소형(시가총액)
A030790,비케이탑스,KOSPI,1,서비스업
A031430,신세계인터내셔날,KOSPI,1,유통업
A031440,신세계푸드,KOSPI,1,서비스업
A031820,콤텍시스템,KOSPI,1,서비스업
A032350,롯데관광개발,KOSPI,1,서비스업
A032560,황금에스티,KOSPI,1,"철강,금속"
A032640,LG유플러스,KOSPI,1,통신업
A032830,삼성생명,KOSPI,1,보험
